long,lat
-43.3378021381288,-22.7940479943568
-43.3353138641863,-22.7939238722226
-43.3350855124152,-22.7939124810361
-43.334687035487804,-22.7938833338084
-43.3346031697404,-22.7938771995189
-43.3329853511648,-22.7937588599753
-43.3324300033758,-22.7937182380025
-43.3316805303684,-22.7936634168415
-43.3311699947712,-22.7936643723481
-43.3303147877419,-22.7932312042771
-43.3301185610356,-22.7931562253637
-43.3299777518159,-22.7931024217068
-43.3292137184289,-22.7928104792942
-43.3291872634169,-22.7928003705861
-43.3250798779173,-22.7921265860374
-43.3242732042367,-22.7921570302353
-43.3236223632078,-22.7921815926764
-43.3231032599849,-22.7922140772811
-43.3216366165482,-22.7923424147054
-43.3207141709745,-22.7924899766431
-43.3191211648233,-22.79216808038
-43.3189512643985,-22.7921337492992
-43.318816724709,-22.7921074842037
-43.3178233785363,-22.791920336787
-43.3169191915238,-22.791749986088
-43.3165542745708,-22.7916879193238
-43.31605261654,-22.7916117207889
-43.3143310632461,-22.7912737058613
-43.313562402986,-22.7911125328273
-43.3114478023346,-22.7908901546941
-43.310642091101,-22.7908875608128
-43.3090366656317,-22.7908403257928
-43.3079520017708,-22.7908644668027
-43.3077819409891,-22.7908770646587
-43.3068809935016,-22.7909438054838
-43.3062937239047,-22.7909873091245
-43.3062194171559,-22.7909928137026
-43.3031708795386,-22.7916893587842
-43.3018508834309,-22.7922118575882
-43.301383600434,-22.7924104969374
-43.3011980964698,-22.7924949155286
-43.3011240719346,-22.7925286025756
-43.3010330334402,-22.7925700323853
-43.3009378251717,-22.7926133606423
-43.3008331372502,-22.7926610016793
-43.3007600984679,-22.7926942396372
-43.2996486823998,-22.7932000232805
-43.2964355704824,-22.7955502847471
-43.2959703535597,-22.796071640652
-43.2959100482907,-22.7961707121438
-43.2942457427491,-22.7970634916216
-43.2937268643003,-22.7974993349522
-43.2936939485043,-22.7975358038729
-43.2931652822057,-22.7975947020783
-43.2905694919543,-22.7986447034892
-43.2896355321982,-22.7991843177344
-43.2892540838597,-22.7995050678248
-43.2888051879915,-22.7993607916783
-43.2882033157046,-22.7992570235953
-43.2878721024836,-22.7992053795921
-43.2876578068631,-22.7991754783442
-43.2874258498974,-22.7991431139581
-43.2871762791549,-22.7991082901647
-43.2869795839667,-22.7990808456022
-43.2862651178933,-22.7990060381153
-43.2855225049535,-22.7989539284536
-43.285457830927,-22.7989493901523
-43.2850922445449,-22.7988971650954
-43.2850031867071,-22.7988844421682
-43.2850024846499,-22.7988830387631
-43.283062178524,-22.7968852901451
-43.2805735865816,-22.7955056399201
-43.2777572518193,-22.7948663451207
-43.2763362040396,-22.7947465042091
-43.2758687543026,-22.794679727253
-43.274831862306,-22.7945100583256
-43.2738614584306,-22.794397491521
-43.2732595883893,-22.794355985629
-43.2705271933166,-22.7945254816604
-43.2679536790619,-22.7953935026654
-43.2675392068039,-22.7956742827129
-43.267464509459,-22.7955831212912
-43.2674628762095,-22.7955842717425
-43.2666309788752,-22.7945152634959
-43.2657900442675,-22.7939192255445
-43.2657392567401,-22.7938517999411
-43.2657760507329,-22.7938248233382
-43.2657147488068,-22.7937529451357
-43.2655385771901,-22.7935853766801
-43.2654280062043,-22.7934385815157
-43.2653611701065,-22.7933700354551
-43.265335129559,-22.793391863484
-43.2653196823043,-22.7933771704938
-43.2652892808368,-22.7933342246916
-43.2644625682308,-22.7919718390726
-43.2644535210366,-22.7919642068967
-43.2644301536955,-22.7919221174002
-43.263735408063,-22.791331210932402
-43.2633095568735,-22.7908170715049
-43.2622560883697,-22.7900729695794
-43.2619090883413,-22.7897778221643
-43.26185503588,-22.7897459970175
-43.2616343431016,-22.7896338021608
-43.2612634319613,-22.7893718080664
-43.2612116007351,-22.789344382735
-43.2609312069193,-22.7892606655351
-43.2608184296874,-22.7891822157024
-43.258306387991,-22.7883656236504
-43.258077685385,-22.7882768457973
-43.2578862328106,-22.7882389849303
-43.2574668650368,-22.7882262685225
-43.2574002576375,-22.7882063797453
-43.2572757655928,-22.7881942730278
-43.2572728120804,-22.7882203839189
-43.2570544507502,-22.788213761888
-43.2570655300482,-22.7881387310489
-43.2570192259594,-22.7881328526111
-43.2561399397685,-22.7881860251568
-43.255794287961,-22.7881755403175
-43.2557667672508,-22.7881432374165
-43.2558286105346,-22.7881032510291
-43.2558109717038,-22.7880797968547
-43.2552343368411,-22.7874949020953
-43.255172730118,-22.7873889863919
-43.2550701485178,-22.7872748800088
-43.25492558941,-22.7871558814504
-43.2545602838734,-22.7867270883387
-43.2544946230162,-22.7866715410318
-43.2543755776914,-22.7865724805011
-43.2542850471471,-22.7864983831634
-43.2542687663162,-22.7865154852517
-43.2540859675244,-22.7863300629774
-43.2535697221168,-22.7860252961896
-43.2533008228987,-22.7858183793632
-43.2528951236985,-22.7854844027921
-43.2528325849601,-22.7854580697394
-43.2525742772693,-22.7852593003284
-43.2525564708069,-22.7852491359281
-43.2515080887084,-22.7847296762719
-43.2514920324088,-22.7847228537213
-43.2513645793184,-22.7846883476276
-43.25135731856,-22.7846847582225
-43.2511618732063,-22.7845907536368
-43.2510709398307,-22.7845482193474
-43.2506945267916,-22.7844493683395
-43.2504610716698,-22.784340381921
-43.2504057074605,-22.7843214992546
-43.2496837455693,-22.7841250846016
-43.2492643888316,-22.7839461550553
-43.2491857002037,-22.7838966786392
-43.2490676064296,-22.7838621921562
-43.2474159610288,-22.7831574566092
-43.2473748403506,-22.7831470354121
-43.2456527565896,-22.7830280091777
-43.2454995947925,-22.782982627322
-43.2454398345538,-22.78297518704
-43.2447218579517,-22.7829107890931
-43.2446465788458,-22.7829066386708
-43.2444905115917,-22.7829137594543
-43.2433287498045,-22.7823813517197
-43.2428258077199,-22.7823227913951
-43.2419417014034,-22.7821633108241
-43.2418186029378,-22.7821249294464
-43.2418277867132,-22.7820847957569
-43.2417960846058,-22.7820785582748
-43.2416504922263,-22.7820725133305
-43.2414559664238,-22.7820118608496
-43.2413512689598,-22.781997459192
-43.2409662597007,-22.7819517500089
-43.2408504050907,-22.7819401662265
-43.2408473667494,-22.7819662943146
-43.2407490457184,-22.7819451504662
-43.24073496261,-22.7819435426267
-43.2401694465282,-22.781908264054
-43.2396696194,-22.7804212034687
-43.237937787216,-22.7781363818301
-43.2355359657668,-22.7764514866832
-43.2354859646217,-22.7764266122337
-43.233320394319,-22.7756414051557
-43.2331786224363,-22.775607406821
-43.2324104317084,-22.7754645933659
-43.2317112774903,-22.7751064432983
-43.229935551397,-22.7748300459794
-43.2296886796611,-22.7747437553482
-43.2292631053676,-22.7747253722583
-43.2284769496356,-22.7746029945973
-43.2282823764556,-22.7746035143745
-43.2275136571785,-22.7746337531057
-43.2273828868008,-22.7746437080025
-43.2273829252619,-22.7746441424667
-43.226647644193,-22.7746123699373
-43.2259971593857,-22.7747775918887
-43.2258696564478,-22.774769213272
-43.2257760896119,-22.774776956158
-43.2245095857229,-22.774987846177
-43.224080024472,-22.774933335594
-43.2240312536855,-22.774933485788
-43.2230000778975,-22.7750826463033
-43.2214770472222,-22.7752364825447
-43.2214522278054,-22.7752410713509
-43.2201384078363,-22.775582303612
-43.2201105801276,-22.7755883764215
-43.2200836646982,-22.775596521512
-43.2200228463337,-22.7756123172452
-43.2200080181334,-22.7756173267472
-43.2199022544414,-22.7756298822774
-43.2198968445533,-22.775585868138
-43.2197167323712,-22.7756049046519
-43.2197224262817,-22.7756512300584
-43.2183580491013,-22.7758131912746
-43.2182270162489,-22.7758432988811
-43.216888936326,-22.7762479114915
-43.2167666229598,-22.7762942081097
-43.2157560543579,-22.7767484303072
-43.2157183545893,-22.776759569173
-43.2156527161589,-22.7767842689032
-43.2146723336907,-22.7772135836842
-43.2145665584704,-22.77726677193
-43.2143863561555,-22.77735968761
-43.2142433713199,-22.7774352617076
-43.2140726759643,-22.7775276223103
-43.2140390947176,-22.7775462186847
-43.2138793147897,-22.7776287309667
-43.2136603889642,-22.7777452590789
-43.2134586896203,-22.7778558648795
-43.2133677997228,-22.7779030226442
-43.2131848180845,-22.7779926838398
-43.212167187973,-22.778567797651
-43.2120604447799,-22.7786367678986
-43.2118530377731,-22.7787636538601
-43.2114861161255,-22.7789994942886
-43.2112066636183,-22.7791880508558
-43.2102299737471,-22.7799421607666
-43.2100545896617,-22.7800966205618
-43.2099952261999,-22.7801493451886
-43.2098044030062,-22.7803202652611
-43.2095855287645,-22.7805226336709
-43.2095634678548,-22.7805436887626
-43.2094765019555,-22.7805826491415
-43.209383143363,-22.7806272048309
-43.2087253178618,-22.7809717142653
-43.2086757178198,-22.78100009781
-43.2084984634357,-22.7811258464186
-43.2084680235792,-22.7811426488713
-43.2078262447757,-22.7814627214502
-43.207734640161,-22.7815178186419
-43.2068555212977,-22.7821138818057
-43.2068010185171,-22.7821553647857
-43.2061770071157,-22.7827504711107
-43.2059077853613,-22.782965812795
-43.2059001386741,-22.7829583987484
-43.2058968751206,-22.7829612928382
-43.2058856214317,-22.7829707886891
-43.2058097644336,-22.7830442162382
-43.2057590530204,-22.783084778427
-43.2056621194292,-22.7831768602443
-43.2056676034755,-22.7831818239253
-43.2049625041317,-22.7838643333809
-43.2048914133179,-22.7839433370168
-43.2046107683779,-22.784270311263
-43.204429331365,-22.7844920412361
-43.2039778028706,-22.7850947671245
-43.2038326257056,-22.7852478011583
-43.2037539190458,-22.7853409679452
-43.2037339298816,-22.7853371872462
-43.2037228346373,-22.7853351138343
-43.2035008378528,-22.7852837162416
-43.2029697460876,-22.78516075316
-43.2029593362715,-22.785199409737
-43.2025103907951,-22.7850995681429
-43.2025210833584,-22.7850597539802
-43.2018622444207,-22.7849076230865
-43.2009056261085,-22.7847333577344
-43.2006795678343,-22.7847029805964
-43.2001445587798,-22.7833130749302
-43.1990865916605,-22.7820373070261
-43.1990825153018,-22.7820098736083
-43.197853694672,-22.7787029364293
-43.1978183951046,-22.7786466491152
-43.196107934573,-22.776639852578
-43.1938592901695,-22.7751583186427
-43.19380285736,-22.775131364352
-43.1919013160072,-22.7744460260952
-43.1917921601669,-22.7744184742327
-43.1887860942976,-22.7741804416717
-43.1887561893762,-22.7741619038765
-43.1885576260504,-22.7740420312391
-43.1885406228079,-22.7740320373651
-43.1885259053203,-22.774022961996
-43.1879664677554,-22.773702706013
-43.187961351929,-22.7736999941782
-43.1866568671485,-22.773192671462
-43.1866785801336,-22.7731430633395
-43.1866364321358,-22.7731271994311
-43.185899120133,-22.7728979721929
-43.1857721941339,-22.7728486082884
-43.1856598204088,-22.7728192155462
-43.1856586092509,-22.7728231974738
-43.185490755848,-22.7727710116724
-43.1854593776268,-22.7727632272798
-43.185246749641,-22.7727128517282
-43.1852319115018,-22.772709500997
-43.1841039518889,-22.7725489457927
-43.1838210061065,-22.7721281930625
-43.1837643333172,-22.7720517617141
-43.1819138078895,-22.7701845507546
-43.1819022680146,-22.7701757782067
-43.181092965082,-22.7696227714449
-43.1809686323048,-22.7695466708096
-43.1795843642541,-22.7688416924996
-43.1795727727671,-22.7688368788205
-43.1793184382289,-22.7687508812037
-43.1793183858512,-22.7687508565714
-43.1793176670686,-22.7687506204521
-43.1789969090736,-22.7686421624894
-43.1791587929992,-22.767784456769
-43.1791591371597,-22.767758489628
-43.1791396183237,-22.7670653943776
-43.1791362558879,-22.7670171253568
-43.1789081115241,-22.7660439972928
-43.1788680137621,-22.7654904581057
-43.1788628494845,-22.7654579892669
-43.1787548282004,-22.7651162030556
-43.1787470363157,-22.7649150083558
-43.1787417696161,-22.7648903175581
-43.1786654056019,-22.7647288692338
-43.1785419511695,-22.7644426420028
-43.178105772938,-22.7630625179107
-43.1773543675165,-22.7619570208742
-43.1770493656722,-22.7613121577615
-43.1770328599908,-22.761291226525
-43.1767485912817,-22.7610657645497
-43.1766704530768,-22.7609508017271
-43.1746665988585,-22.7592842066176
-43.1742845952218,-22.7591114456188
-43.1736324339584,-22.758594168695
-43.1736185364966,-22.7585875291162
-43.1708779021259,-22.7577267096922
-43.1708611551484,-22.7577239249383
-43.1688492316131,-22.7576928844282
-43.168844822045,-22.757692156662
-43.1688028708004,-22.7576916758738
-43.1687996722103,-22.7576921194921
-43.1677442003647,-22.7576758249155
-43.1676909588302,-22.7576829916787
-43.1666428388821,-22.7579912392279
-43.1657194228591,-22.7581192934705
-43.1649088313487,-22.7585011847978
-43.1646797548997,-22.7585685510109
-43.1644859658337,-22.7587004054861
-43.1629397590171,-22.7594288405539
-43.162928468359,-22.7594364881725
-43.161177256339,-22.7609633471085
-43.1610742819536,-22.7611127469162
-43.1584456042308,-22.7611007219651
-43.156366485896,-22.7617672332134
-43.1563070302367,-22.7617814322445
-43.1562837310627,-22.7617937615488
-43.1553522176042,-22.7620923687683
-43.1553405601269,-22.7620982984626
-43.1552945837905,-22.7621326239384
-43.1550409808127,-22.7622046947806
-43.1550242837186,-22.7622110334566
-43.154066729834,-22.7627434646033
-43.1538223513007,-22.7626922335773
-43.1514555792725,-22.7627392502741
-43.1514288000168,-22.7627428331573
-43.1502027716502,-22.7629824007245
-43.1501768902288,-22.7629890964068
-43.1477230923121,-22.7642491126971
-43.1476450352719,-22.7641327535834
-43.1476133355151,-22.7641510426496
-43.1469754481221,-22.7646330127379
-43.1462326048894,-22.7650144417904
-43.1462128801759,-22.765031121003
-43.1457864636311,-22.7655313599865
-43.1456990967857,-22.7655973698914
-43.1452989071638,-22.7661033173774
-43.1442583467294,-22.7673239870417
-43.1442346413584,-22.7673853845172
-43.1438839439093,-22.767265245748
-43.1438878461315,-22.7672536475905
-43.1438592326745,-22.7672453682102
-43.1437351554015,-22.7672142748329
-43.1432538400062,-22.7670493880238
-43.1430661892541,-22.7670138820472
-43.1430583765163,-22.7670493925203
-43.1427964670593,-22.7670046421704
-43.142414950083,-22.7668892305784
-43.1423745136147,-22.7668839730873
-43.1418397215261,-22.7668833607163
-43.1409833111639,-22.766824279492
-43.1409509862891,-22.7668239946519
-43.1406110533906,-22.7668608223705
-43.1398841915317,-22.7668192951589
-43.138741886474,-22.7670309521908
-43.138680974859,-22.7670250563569
-43.1381462751509,-22.7669870695694
-43.1381079786457,-22.766985330849
-43.135779924792,-22.7671393427674
-43.133558261081,-22.7678026829763
-43.1335435448326,-22.7678089686527
-43.1311296973011,-22.7692767860743
-43.1292858966034,-22.7713363505642
-43.1288298746479,-22.7723496905496
-43.1287416437502,-22.7723126363977
-43.1287265922953,-22.7723434564684
-43.1286414910305,-22.7725228700515
-43.1286314369519,-22.7725447064183
-43.1282590801312,-22.7734985235299
-43.1282350607468,-22.773572854841
-43.1282171109763,-22.7737113027595
-43.1281741858681,-22.7738066847332
-43.12817051703,-22.7738202014614
-43.127932407829,-22.7750536123414
-43.1279308288989,-22.7750671541842
-43.1280399044196,-22.7750780903501
-43.1279833076909,-22.7755146112414
-43.1279816704293,-22.7755144750313
-43.1279796089538,-22.7755357828083
-43.1279797926553,-22.7755417219894
-43.1278383557908,-22.7766325837379
-43.1278405969359,-22.7766726446834
-43.1282852327249,-22.7789406771104
-43.1283663235881,-22.7791021473685
-43.1283828565304,-22.7791942498459
-43.1277332010251,-22.7806695003151
-43.1277255223348,-22.7806969517512
-43.1274844398486,-22.7840511255877
-43.1274883197506,-22.7840807906817
-43.1279486975181,-22.7859352196639
-43.127958842811,-22.7859625211327
-43.1282612446495,-22.7866763239342
-43.1282741221292,-22.786703294547898
-43.1296335048942,-22.7885591089272
-43.1299300314351,-22.7890215952376
-43.129949505936104,-22.7890432251123
-43.1301055947755,-22.7892035871778
-43.1302314912609,-22.7893754548422
-43.1302576450405,-22.7894001419606
-43.130360269859104,-22.7894652333896
-43.1304528588618,-22.7895603564647
-43.1304773766374,-22.7895836705157
-43.1313828542387,-22.7903430396416
-43.1314125506234,-22.7903649687908
-43.1332353838592,-22.7912887700703
-43.1333628270445,-22.7913695984702
-43.1333950835171,-22.7913824393411
-43.13346190432,-22.7914035670626
-43.134343252665,-22.7918502157337
-43.1343744802926,-22.7918600644527
-43.1349260798617,-22.7920172844203
-43.1350006190512,-22.7920363079002
-43.1350418928285,-22.7920467511737
-43.1350728555773,-22.7920545177811
-43.1352722681377,-22.7921024448779
-43.1353053760495,-22.7921100564889
-43.1363382723122,-22.7922932779035
-43.1363809539933,-22.7922986534307
-43.1372107156568,-22.7923697956645
-43.1372555875816,-22.7923718529935
-43.1374404496358,-22.7923786971795
-43.1375825889474,-22.7923827060609
-43.1375848581271,-22.7923135373229
-43.139006244965,-22.7923341290648
-43.1394138748162,-22.7922412883032
-43.140175775258,-22.7940036525742
-43.1419515435399,-22.796063479813
-43.1442934811986,-22.7975597710366
-43.145605237884,-22.7979497276034
-43.1460063852647,-22.7981576277046
-43.1460430662863,-22.7981676284667
-43.1461834962915,-22.7981879201131
-43.1461935743573,-22.7982175608027
-43.1461974370116,-22.7982244099879
-43.1464635972154,-22.7985473729673
-43.1469854793577,-22.799488561083
-43.1473094725066,-22.7997803649238
-43.1475010555272,-22.8000903613168
-43.147509699336,-22.8000996707022
-43.147630001936,-22.8001991986164
-43.1475906826302,-22.8005123943444
-43.1481656893229,-22.8032392851868
-43.1496077827218,-22.8056749813576
-43.1496222562157,-22.8056923970208
-43.1498490428267,-22.8059163712545
-43.1498428765166,-22.8059209848145
-43.1499185532875,-22.8060079222458
-43.1500622628928,-22.8061269462613
-43.1509178554911,-22.8069719160015
-43.1510026419431,-22.8070408084265
-43.1510742342829,-22.8069650780062
-43.1522711219794,-22.8079563398459
-43.1525393292015,-22.8080625811165
-43.1524981419388,-22.8081267121597
-43.152311123434004,-22.8088158760847
-43.1516701942341,-22.8104958772395
-43.1515852538648,-22.8116836179756
-43.1511040384808,-22.8130399705998
-43.1510245569116,-22.8156436481157
-43.1517500991531,-22.8181600298344
-43.1517571672796,-22.8181752751718
-43.1528090901478,-22.8197342429682
-43.1528487053023,-22.8200226032937
-43.1528769018546,-22.8212308477585
-43.1529055309973,-22.821386335762
-43.1531649062876,-22.822256059586
-43.153175002741,-22.822337831373
-43.1532227173717,-22.822449907358
-43.1534272018807,-22.823135565405
-43.1534719004775,-22.8232422725184
-43.1536998585882,-22.8235706453302
-43.1541089461777,-22.8245315204925
-43.1541209662156,-22.8245515880683
-43.1543961091288,-22.8249300568106
-43.1545103403865,-22.8253378052299
-43.1545513755972,-22.8254590161001
-43.1547469351755,-22.825980326841
-43.1547864603901,-22.8260761447068
-43.1567767610775,-22.8290250376378
-43.1575003896921,-22.8295080504889
-43.157449948181,-22.8303309166817
-43.1584733254541,-22.8333943210885
-43.158479619883,-22.833405560391
-43.1585248535231,-22.8334863160329
-43.1603533232965,-22.835775631196
-43.1628602423878,-22.8374230761151
-43.1631816407401,-22.8375152124369
-43.1631937864989,-22.8375268337335
-43.1632886169383,-22.8375850180137
-43.1632803995505,-22.8376138718355
-43.1632553435016,-22.8378734941416
-43.1635260923384,-22.8409359403395
-43.1648891560539,-22.8437369188105
-43.1671867464918,-22.8459520610838
-43.1672197291164,-22.8459745433133
-43.1700860921432,-22.8473189742551
-43.1712031910848,-22.8474619525432
-43.1712355421141,-22.8474727284085
-43.1714220598449,-22.8475013156795
-43.1714218228454,-22.8475023689155
-43.1716306003658,-22.847542723322402
-43.1722334144834,-22.8476256680385
-43.1746986535433,-22.8480034766904
-43.1781399343219,-22.8473622335638
-43.181112612075,-22.8456322447855
-43.1812644882079,-22.8455032416815
-43.1821602281602,-22.8444314779398
-43.1823359666127,-22.8443052663121
-43.1826969957248,-22.8437892179062
-43.1832819411612,-22.8430893019788
-43.183381051075,-22.8428114278696
-43.1836130037659,-22.8424798701336
-43.1845385128416,-22.8426260147159
-43.1845580701308,-22.8426262378138
-43.1869231125523,-22.8423838585973
-43.1869824862801,-22.8423708250058
-43.188236317414,-22.8419185300598
-43.1883993377399,-22.8418915869497
-43.1885493225555,-22.841805617545
-43.1888605542885,-22.8416933439482
-43.1888866593585,-22.8417461134305
-43.188896756876,-22.8417418222079
-43.1891054308566,-22.841605006712
-43.1894911079713,-22.841465875799
-43.1895801528999,-22.84141973541
-43.1895256999656,-22.8413294587621
-43.1905383650159,-22.8406654990184
-43.1915078096454,-22.8401097971567
-43.1915168967716,-22.8401020667911
-43.1917061971605,-22.8398997863993
-43.1918345104081,-22.8398156541509
-43.1918436124405,-22.8398069427554
-43.1921105252003,-22.8395409828575
-43.1921760209201,-22.8394730298692
-43.1921363257964,-22.8394401613439
-43.1929656150111,-22.8385539902614
-43.1929709998249,-22.8385467069793
-43.1938260466379,-22.8371328541924
-43.193854880777,-22.8370731724078
-43.1938885474587,-22.8369791476859
-43.1949969009227,-22.836377873319
-43.1950061142285,-22.8363719320187
-43.1962742447674,-22.8351760690664
-43.1965967224529,-22.8348748158379
-43.1966643055152,-22.8349320148939
-43.1967502813339,-22.8348447390224
-43.1966866062551,-22.8347908475307
-43.1975798189365,-22.8339564107837
-43.1976170067596,-22.8339072678572
-43.1991517998634,-22.8306787997819
-43.1991571324389,-22.8306565313737
-43.1992801487758,-22.8287299441196
-43.2013588972042,-22.8288474903769
-43.202877314841,-22.8292062591892
-43.2030014338525,-22.8292159263332
-43.2041412993519,-22.8292426278873
-43.2042351565651,-22.8292397300948
-43.2063167218838,-22.8289650065555
-43.2063434565428,-22.8289586902602
-43.207663819331,-22.828551674688
-43.2076905837766,-22.8285414031583
-43.2080492187309,-22.8283320278421
-43.2082382416828,-22.8282895174704
-43.2082690025512,-22.8282813440746
-43.2084039955787,-22.8282444951835
-43.2084332233334,-22.8282363037816
-43.2086479354251,-22.828173609329
-43.2087110271358,-22.8281544413719
-43.2089015367157,-22.8280785836581
-43.2095141602144,-22.8279752027486
-43.2095357084647,-22.8279683464032
-43.2102193560406,-22.8277238066073
-43.2103302869229,-22.8276796143211
-43.2105225411238,-22.8276007353908
-43.2105749418154,-22.8275786062425
-43.2108213370932,-22.8274159792819
-43.2115377748625,-22.8272782917154
-43.2116050209091,-22.8272596488026
-43.2128817982347,-22.826807257375
-43.2128969955626,-22.8268026927815
-43.2132046823677,-22.8267853524604
-43.2132572245903,-22.8267720808263
-43.2134298439661,-22.8267045808375
-43.2135190549515,-22.8267253445065
-43.2153677135724,-22.828418917043
-43.2184358436635,-22.8297269236432
-43.2184479573557,-22.8297298728741
-43.2207594175457,-22.8300248162743
-43.2210456413072,-22.829997311758
-43.2200144101996,-22.8308114213823
-43.2199475136254,-22.8308748882635
-43.2198975236786,-22.8309219764775
-43.2198164218895,-22.8310168163984
-43.2192090690932,-22.8312184055608
-43.2183499611603,-22.8317699802269
-43.2183316775248,-22.8317426042203
-43.2183174840837,-22.8317507488015
-43.2180884233597,-22.8319378939522
-43.2171174705749,-22.8325612619534
-43.2169141835687,-22.8327321868402
-43.2170039467707,-22.8328239113824
-43.2158714893244,-22.8337491080886
-43.2144314064855,-22.8361237747684
-43.2141071879637,-22.8364417192357
-43.2140935794224,-22.8364608555105
-43.2137904788597,-22.8370261485067
-43.2136482541749,-22.837120147858
-43.2120128779417,-22.8389740985384
-43.2116849030406,-22.8396559061134
-43.2115819224245,-22.8397998009109
-43.211572735977,-22.8398135984072
-43.2113320397783,-22.8401957544413
-43.2112778232483,-22.8402868923303
-43.2110664713805,-22.8407883964296
-43.2109256342689,-22.8410078750136
-43.2109101332714,-22.8410453590067
-43.2108563757465,-22.8412869153628
-43.2106998750022,-22.8416582605159
-43.2106005798983,-22.8418219620358
-43.2105652386925,-22.8419777237982
-43.2103481508454,-22.8424928232851
-43.2102386447153,-22.8434171240514
-43.2099916560631,-22.8445056549421
-43.2099891030273,-22.8445487595945
-43.209983951407,-22.8454422835906
-43.209987089699,-22.8455081174824
-43.2101335809637,-22.8467189070995
-43.2101560879493,-22.8468340749379
-43.210357798254,-22.8476490222331
-43.2103645097819,-22.8476713405329
-43.2108261920432,-22.8486410741702
-43.210302145028,-22.8486007759131
-43.2101753423131,-22.8485945208503
-43.208847208192,-22.8486130351767
-43.208683658013904,-22.8486256840382
-43.2080603237818,-22.8486926847608
-43.2080063443051,-22.848700126502
-43.205792510255,-22.849258436538
-43.2056964395109,-22.8492943806848
-43.2039508474331,-22.850147184584
-43.2039295282351,-22.8501603155828
-43.2035522524088,-22.85031692506
-43.2034769091541,-22.8503627627194
-43.2033051651496,-22.85051401645
-43.2032464451391,-22.8505427821325
-43.2031868894391,-22.8505775273487
-43.2021293687491,-22.8512906062158
-43.2020802007881,-22.8513286883637
-43.1998963965582,-22.8537327129985
-43.1998644347108,-22.8537838681976
-43.1997305864484,-22.8541143291814
-43.199325659301,-22.8548420716085
-43.1993042101303,-22.8548869062769
-43.1991816171648,-22.8554696719897
-43.1987343576425,-22.8565738814174
-43.1987046744475,-22.8567143910581
-43.1989118606023,-22.8567519827269
-43.1984730294212,-22.8588379417301
-43.1984755512356,-22.8589104165525
-43.1985475742407,-22.8597529777136
-43.198560219108,-22.8598455839947
-43.1985729935326,-22.8599432479922
-43.198691566919,-22.8606282799799
-43.1987620873535,-22.8609549007485
-43.1988698883381,-22.8613214165429
-43.1988642029528,-22.8614773342619
-43.1988783652151,-22.8615456628061
-43.198915911414304,-22.8616778657928
-43.1989517590001,-22.8620748000713
-43.1989603376832,-22.8621089014319
-43.1992116873356,-22.8627193069427
-43.1992133553713,-22.8627251801354
-43.1992605281857,-22.8628549433341
-43.1992667406453,-22.862853003824
-43.1994901513171,-22.8633955536845
-43.1986430032345,-22.8640726584388
-43.198620600332,-22.8640906194774
-43.198205550931,-22.8644243984012
-43.1981436232586,-22.8644931907019
-43.1962102434483,-22.8656143691011
-43.1959869704697,-22.8657946324282
-43.1940359540716,-22.8679514756753
-43.1928962136851,-22.8705601631576
-43.1926785047549,-22.8733672991332
-43.1934040310473,-22.8761001968334
-43.1947857718145,-22.8781690694143
-43.1946192441493,-22.878206195664
-43.1934923952607,-22.878258179033
-43.1906006303934,-22.8792952479445
-43.1882067891408,-22.8811215144922
-43.1865839763778,-22.8835068998293
-43.185920616301,-22.8806168698681
-43.1858922106628,-22.8805542362289
-43.1848386419686,-22.8791612076042
-43.1846458199983,-22.8786630348072
-43.1846083261712,-22.8786023746069
-43.1825564702573,-22.8762841752534
-43.1824964976103,-22.8762357186776
-43.1810746569261,-22.8754201199725
-43.1811203940511,-22.8753545874372
-43.180993352521,-22.875278455865
-43.1801605250007,-22.8748317958277
-43.1800578770074,-22.8747828459485
-43.1798334697046,-22.8747081302046
-43.1798105089374,-22.8746949589237
-43.179801146088,-22.874691377297
-43.1797506076642,-22.8746707871169
-43.1797466107676,-22.874679210675
-43.1776740456382,-22.8739891364323
-43.1776091205093,-22.8739760225253
-43.1757415854683,-22.873779772751
-43.1751428672989,-22.8736477552825
-43.1751091535269,-22.8736474584463
-43.1732842587207,-22.873790866414
-43.17247699891,-22.8739259860533
-43.1720728149342,-22.8740577794863
-43.17142488155,-22.8740861469877
-43.1712561583621,-22.8741176196602
-43.1684478676707,-22.8750757779996
-43.1680436636645,-22.8752837862097
-43.1658537147274,-22.876821274463
-43.164213916654,-22.8788640624326
-43.1632546371996,-22.8812497742169
-43.1630521656065,-22.8837887680994
-43.1636226386188,-22.8862792079127
-43.1638904938345,-22.8869578625306
-43.1639280970277,-22.8870181842205
-43.1622166912146,-22.8877608931849
-43.1621801506859,-22.8877815781192
-43.1601716994595,-22.8892910668818
-43.1600656707238,-22.8894277625518
-43.1592738154209,-22.8899538756461
-43.159220583359,-22.889997136567
-43.1569151117412,-22.8927752455429
-43.1559247736213,-22.896157358764
-43.1559204956275,-22.8962141872435
-43.1560652506852,-22.8975057375102
-43.154581870992,-22.8986852619294
-43.1544487534283,-22.8988233448367
-43.1534534029578,-22.9000519780427
-43.1532681702808,-22.9003264978955
-43.1520677424108,-22.902958248796
-43.1520000543681,-22.9032134477389
-43.151721955763,-22.9051272485469
-43.1517131028241,-22.9054345472723
-43.151702139988,-22.9055888028841
