long,lat
-43.6923449212741,-22.8552507798668
-43.690048954192,-22.8556260898998
-43.6900306463412,-22.8555568795604
-43.6898764258921,-22.8555919177812
-43.6897881917325,-22.8556200346793
-43.6895659554126,-22.8555558880102
-43.6891810121018,-22.8554896103723
-43.6886049411806,-22.855461069465
-43.6880537070066,-22.8553347122983
-43.6877059161229,-22.8552687255077
-43.686668514826,-22.8551252898237
-43.6862717094596,-22.8550905222825
-43.6861529761904,-22.8551036166026
-43.6850380078862,-22.8544352372428
-43.6821747268106,-22.8537058170649
-43.6792073547455,-22.8538093516554
-43.6764113581683,-22.8547362272283
-43.6757837739425,-22.8551778339268
-43.6754719543773,-22.8551015292381
-43.6709940487025,-22.8549924863153
-43.6706074931622,-22.8550672026904
-43.6679639692445,-22.8560648905211
-43.6678133367789,-22.8560500202181
-43.6678598215164,-22.8560489578129
-43.667697978912,-22.8560455225078
-43.6669793440152,-22.856054833848
-43.6663540702044,-22.8560843305074
-43.6662808046102,-22.856086532514
-43.666177452688,-22.8560626014813
-43.6660014454826,-22.8560249654091
-43.665827461816,-22.8559803792493
-43.6656928430071,-22.8559485731498
-43.665521783692,-22.8558732166743
-43.6651580910133,-22.8557318880151
-43.665033312968,-22.8556843383035
-43.664653448511,-22.8555424217867
-43.6638254145339,-22.855272564159
-43.6634638299245,-22.855171431198
-43.663191562271,-22.8550943566997
-43.6629001651822,-22.855006428804298
-43.6627131352302,-22.8549613817236
-43.6626090829899,-22.8548865936013
-43.662562247777,-22.8548460052344
-43.6619452710404,-22.8543544150561
-43.6616391157297,-22.8541303797701
-43.6611278913291,-22.8537807360154
-43.6608793549177,-22.853622083801
-43.6608325933938,-22.8535909851064
-43.6607148179892,-22.8535041013852
-43.6605077761489,-22.8533555318506
-43.6601945540262,-22.8531369425419
-43.6601257031847,-22.8530893324797
-43.6598077975586,-22.8528715162294
-43.6594265329994,-22.8526250097062
-43.6591520840428,-22.8524217135064
-43.6589965398476,-22.852308869985
-43.6588484512185,-22.8522036607922
-43.6588004145524,-22.852166417812
-43.6585975783728,-22.8520008973394
-43.6581517444031,-22.8516583309586
-43.6578429614051,-22.8514350786997
-43.6577142749453,-22.8513436231606
-43.6574020797797,-22.851125548819
-43.6573928488608,-22.8511191014598
-43.6570973931053,-22.8509130989184
-43.656808148133,-22.8507086862674
-43.6561930818678,-22.8503078191997
-43.655862813295,-22.8501097615162
-43.6555282657692,-22.8499179030717
-43.6551907550851,-22.8497329700154
-43.6546989096894,-22.8494809195325
-43.6543431309098,-22.8493108220913
-43.6543013962484,-22.8493858033373
-43.6517033895163,-22.848372925243
-43.651708157482,-22.8483574053733
-43.6515702153617,-22.848321003462
-43.6514490987006,-22.8482737825134
-43.6513270191405,-22.8482513423087
-43.6513127399979,-22.8482488155014
-43.6512648642411,-22.8482348206434
-43.6512115301706,-22.8482192300971
-43.6505999489447,-22.8480605641132
-43.6501951697054,-22.8479686190893
-43.6495980788548,-22.8478512301055
-43.6495833769918,-22.8478487828845
-43.6488596257955,-22.8475311808598
-43.6484858695139,-22.8474261294249
-43.6476960332372,-22.8472379786649
-43.6469401750264,-22.8470285530989
-43.6465521094091,-22.846951825128
-43.6458895654639,-22.846842842557
-43.6456195835103,-22.8468072946779
-43.6455016026854,-22.8467917606605
-43.6427541039033,-22.8467925760842
-43.6423640852779,-22.8468441639715
-43.6416350034572,-22.8469669754971
-43.6412520255269,-22.8470455346473
-43.6408731005074,-22.8471306658346
-43.6404938787205,-22.8472233451001
-43.6388592958315,-22.8477714166104
-43.6387474483985,-22.8478197670162
-43.6385058793357,-22.8479241943156
-43.6383995382499,-22.8479715814395
-43.638238774331,-22.8480149719473
-43.6378582967415,-22.8481256991284
-43.6368554733365,-22.8484827548925
-43.6367906830409,-22.8485040234454
-43.6362142281809,-22.8487125721503
-43.6358442065635,-22.8488591482814
-43.6356456415741,-22.8489378724396
-43.6356417690647,-22.8489390006314
-43.6351397877579,-22.8490992958464
-43.6349210107936,-22.8491753966055
-43.6346960566893,-22.8492460374948
-43.6337990033233,-22.8495891520438
-43.6337648169626,-22.8496007553907
-43.6334623399497,-22.8497015374018
-43.6331283070865,-22.8498098509445
-43.632746246757,-22.8499340165411
-43.632372593226,-22.8500634700812
-43.6321836638236,-22.8501330419493
-43.6319938861249,-22.8501949352242
-43.631716304879,-22.8502898771858
-43.631352772853,-22.85042006122
-43.6307793811178,-22.8506451640592
-43.630600961059,-22.8507215279628
-43.6304224840231,-22.8507979172529
-43.6302090136576,-22.8508922126384
-43.6301122839713,-22.8509362832116
-43.6299369473858,-22.85099849883
-43.6297510261756,-22.8510665042367
-43.6295859875798,-22.8511286915079
-43.6294117888338,-22.8511862859163
-43.6289371549208,-22.8513562828823
-43.62857302525,-22.8514969333379
-43.6279992694172,-22.8517390272323
-43.6278240865613,-22.8518193826999
-43.6277136279177,-22.8518700489108
-43.6276851683478,-22.851882619811
-43.6275876804058,-22.8519071572005
-43.6275411998065,-22.8519189706495
-43.6271431499577,-22.8520211193922
-43.6264085835814,-22.852238973432
-43.6260906492364,-22.8523462930577
-43.6256810792909,-22.8524795084352
-43.6252539887995,-22.8526289233658
-43.6247780679448,-22.8528073313908
-43.6244294601454,-22.8529314891299
-43.6241529239168,-22.8530139444773
-43.6233871842725,-22.853275532819598
-43.6232639183256,-22.8533231655256
-43.623005526567,-22.8534084929438
-43.6228472566635,-22.8534621913165
-43.6226372117213,-22.8535353709303
-43.6222626713838,-22.8534728858028
-43.621421300127,-22.8533673448577
-43.6209813840453,-22.8533301575448
-43.620974207622,-22.8533294512952
-43.6208611226331,-22.8533112992117
-43.6206686011842,-22.8532798880169
-43.6205414393058,-22.8532525301688
-43.6202333246016,-22.8531910902148
-43.6198495819828,-22.8531205658849
-43.619576826901,-22.8530741663063
-43.6193720352933,-22.8530421124915
-43.6193462028377,-22.8530370760857
-43.6190465482157,-22.8529786589086
-43.6186553593263,-22.8528965989564
-43.6183305055408,-22.8528338221666
-43.6177082576552,-22.8527237841063
-43.6170806708539,-22.852639353761
-43.6160154504724,-22.852436884142
-43.616017013719,-22.852429680289
-43.6152478421909,-22.8522863140081
-43.6134467197497,-22.851907168367
-43.6130477231577,-22.8518214961686
-43.6123242857436,-22.8516926476089
-43.6116852664695,-22.8516018927656
-43.6109729594088,-22.8514402442554
-43.6106772997326,-22.8513880439688
-43.608960686754,-22.8510233277417
-43.608794095374,-22.8509935803458
-43.6087219359467,-22.8509758650649
-43.6083003973347,-22.8508816258653
-43.6078813394846,-22.8507970375141
-43.6072348257134,-22.850687555636
-43.6071797831764,-22.850680002296
-43.6071738414248,-22.8506791870376
-43.6063608510297,-22.8504964246675
-43.605992023456,-22.8504340307928
-43.6058502211842,-22.8504092288627
-43.6057667116404,-22.8503908334819
-43.6056806358436,-22.8503718728828
-43.604964608425,-22.8502604408049
-43.6049003450751,-22.8502456156317
-43.6047950172802,-22.8502221844291
-43.604712197446,-22.8502041143248
-43.6046256453006,-22.8501855990632
-43.6045435209839,-22.8501656849006
-43.6038235453544,-22.8500831834405
-43.6036654115065,-22.850039309366
-43.6028977838281,-22.8498803566726
-43.602530308407,-22.8497986045978
-43.6023031489691,-22.8497559612118
-43.6022153427752,-22.8497320173459
-43.6021848600115,-22.8497237047325
-43.6019888960769,-22.849670266387
-43.6019529216505,-22.8496605259448
-43.601471873665,-22.8495312064086
-43.6006371937227,-22.849343347367
-43.6005221193324,-22.8493223771514
-43.6004626713596,-22.8490276032514
-43.5983184115138,-22.8383952585345
-43.5980438724537,-22.8370339535577
-43.5968709572351,-22.8341245020972
-43.5947040572097,-22.8317554021581
-43.5917994726844,-22.8302068198153
-43.5914768242599,-22.8300979313305
-43.5723394837252,-22.8236393523354
-43.5723079767558,-22.8236287736757
-43.5712069540962,-22.8232610779323
-43.571149695821,-22.8232417649466
-43.5701972251744,-22.8229205018538
-43.5701263927336,-22.8228966098884
-43.5694681691124,-22.8226745954641
-43.5694543180915,-22.8226699226776
-43.5674279501942,-22.8219864413631
-43.5627184476772,-22.8203979525925
-43.5611297901322,-22.8199992115453
-43.5416646210496,-22.8167171927017
-43.5374309710471,-22.8160033586158
-43.5374071331164,-22.8159993394741
-43.5323366018142,-22.8151443976239
-43.5323208387537,-22.8151417391153
-43.5240129796171,-22.8137409539062
-43.5238097563099,-22.8137066888481
-43.4999191363862,-22.8084134848308
-43.4970224834214,-22.8077717048124
-43.4923268331742,-22.8067313412174
-43.4890326950604,-22.8065345344445
-43.4858567743539,-22.8073688998243
-43.4831637062791,-22.809138639091
-43.481262714261,-22.811640558521
-43.4796898743614,-22.8147103908261
-43.4796798200937,-22.8147300145785
-43.4790845286862,-22.8162162145104
-43.4764657193197,-22.8250681670194
-43.4710842256179,-22.8283979748066
-43.4690096031834,-22.8296816688016
-43.4638085904605,-22.8328998518385
-43.463002097675,-22.8334566881826
-43.4625705676997,-22.8337880569852
-43.4603656978921,-22.8354811539057
-43.4595757713028,-22.836087730885
-43.4570900648721,-22.8379964800724
-43.4570270631535,-22.8380448592259
-43.4569231687853,-22.8381257773052
-43.4561952504689,-22.8387007748438
-43.4428015399507,-22.833998600215
-43.4418192337315,-22.8336070506485
-43.4417474248319,-22.8335787424381
-43.4389200928201,-22.832476501304
-43.4369665974578,-22.8317149431799
-43.4354134612016,-22.8303288935141
-43.4351525891889,-22.8301796702674
-43.433313986207,-22.8294294564702
-43.4333041758023,-22.8294059152293
-43.4326905803376,-22.828356474518
-43.4324915013074,-22.8278954620831
-43.4322780537994,-22.8276509149351
-43.4321187152652,-22.8273783901641
-43.4320738923767,-22.8273207642629
-43.4317343659818,-22.8270280059098
-43.4306631153458,-22.8258006412995
-43.4305158447256,-22.8256757873469
-43.4294302662248,-22.8250412337261
-43.4292835238903,-22.8249146982071
-43.429193882638,-22.8248634762131
-43.4291749284364,-22.8248919791499
-43.4285057255962,-22.8245008014305
-43.4280952607665,-22.8238441137666
-43.4277672492339,-22.8234652687399
-43.4277088167288,-22.8234038018652
-43.4275753265942,-22.823234187426
-43.4274885039343,-22.823132558403
-43.4274693568575,-22.8231102186424
-43.4273768222357,-22.8230026036644
-43.4273028404266,-22.822914048095
-43.4270154696304,-22.8226470004257
-43.42684575787,-22.8224317874837
-43.4267975204954,-22.8223763446827
-43.4266957866202,-22.8222886534936
-43.4266328402137,-22.8222131614373
-43.4264331688615,-22.8214322316389
-43.4263934744986,-22.8213164785178
-43.4257060109615,-22.8198040223038
-43.4256299364748,-22.819671735008
-43.4243433476801,-22.8179964029015
-43.4242729084994,-22.8178625859782
-43.4242173230021,-22.817756987789
-43.4240457503305,-22.8174464141084
-43.4239729842052,-22.8173207406494
-43.422907451218,-22.8158484430142
-43.4228016154639,-22.8157293848093
-43.4213565661184,-22.8144112717011
-43.4212044332169,-22.8142988305674
-43.4197558449364,-22.8134116039843
-43.4197010724883,-22.8133842184558
-43.4196912107099,-22.8133789976234
-43.4192618281328,-22.813195468878
-43.4192678587457,-22.8131848149125
-43.4190231291927,-22.8130657603377
-43.4188766351637,-22.812995952451
-43.4188270281672,-22.8129728029159
-43.4180355062039,-22.8126435255386
-43.4178734571032,-22.8125839986024
-43.4169084377414,-22.8122825810938
-43.4168191457779,-22.8122594318357
-43.4151749441578,-22.8120001462595
-43.4151692495227,-22.8119987723255
-43.4151519227317,-22.8119919655331
-43.415153632187,-22.8119789754602
-43.4151047967047,-22.8119734521625
-43.4149653591687,-22.8119186742813
-43.4139810911716,-22.8115886192164
-43.4138042199113,-22.8115390938669
-43.4136805047221,-22.8115052794346
-43.4136448637155,-22.8114957751445
-43.4123090905877,-22.8112319206168
-43.4122185762824,-22.8112201147035
-43.4108612960483,-22.8111320350975
-43.4106999456932,-22.8111320357004
-43.4097044264896,-22.8111793191601
-43.4096217839243,-22.8111871899561
-43.4091478096161,-22.8112471137323
-43.4089216809742,-22.81127503288
-43.4088925538649,-22.8112791617203
-43.4087827098214,-22.8112960985244
-43.4085231135889,-22.8111437789668
-43.4083249192182,-22.8110526573749
-43.408387238477,-22.8109580312785
-43.4082365751626,-22.8108727523033
-43.4081675379728,-22.8108340385057
-43.4077070197591,-22.8105782026931
-43.4073103581818,-22.8104471730971
-43.4072297080353,-22.810396845644
-43.4070989451556,-22.8103456790738
-43.4070908947438,-22.8103633615225
-43.4069335019508,-22.8102802953287
-43.4065251566727,-22.8100650706577
-43.4063184489731,-22.8099561225287
-43.4062363711157,-22.8099085425475
-43.4055741570508,-22.8095573254576
-43.4055485670452,-22.809544960231
-43.4052416197165,-22.80939664319
-43.4052103463243,-22.8093815319964
-43.4044540402575,-22.8090534980334
-43.4039124618241,-22.8088443321121
-43.4037784781745,-22.8087925852877
-43.4035117579051,-22.8086895739867
-43.4032378446423,-22.8085782991692
-43.4032293509291,-22.8085748486385
-43.4023579224647,-22.8082660503132
-43.4019716056122,-22.8081484783
-43.401931264441,-22.8081361473113
-43.4018262000158,-22.8080892136398
-43.4018113807436,-22.8080825933189
-43.4017031024847,-22.8080349799791
-43.4012896443919,-22.8078560486003
-43.4012155986679,-22.8078240043415
-43.4008899128443,-22.807689731133
-43.4007837878023,-22.8076481169215
-43.4004803079891,-22.8075291167636
-43.400098336435,-22.8073880720285
-43.4000035395173,-22.8073551992446
-43.3998887247522,-22.8073055455159
-43.3992391055274,-22.8070507306034
-43.3986305958265,-22.8068357724661
-43.3981069702803,-22.8066664592032
-43.3976705328868,-22.8065381335491
-43.3973378125614,-22.806446319314
-43.397034910581,-22.8063681522154
-43.3965129769553,-22.8062279337841
-43.3961305518268,-22.8061329594293
-43.3959200679209,-22.8060849139375
-43.3957095854007,-22.8060368675339
-43.3955530579146,-22.8060082195924
-43.39532272069,-22.8059404895084
-43.3951767026687,-22.8058696725621
-43.3951284868446,-22.8058462890381
-43.395082616886,-22.8058233195573
-43.3948670338578,-22.805715366673
-43.3923864215817,-22.8048528162877
-43.3922704334527,-22.8048284972324
-43.3906335133283,-22.8046185179197
-43.3905169669332,-22.8046128327273
-43.3889800171419,-22.8047999912839
-43.3885621641693,-22.8045169856079
-43.3884058142239,-22.804420336098
-43.3869659831432,-22.8036848530823
-43.3868352200211,-22.8036308436459
-43.3848376899087,-22.8030430286908
-43.384256004891,-22.802687811083
-43.3841981101075,-22.8026595068475
-43.3833681980825,-22.8022989608643
-43.3833198723762,-22.8022804841133
-43.3826987990661,-22.8021559765106
-43.3826815076287,-22.8021372029878
-43.3826019094491,-22.8020661363235
-43.3825223058678,-22.8019950648365
-43.3813383687396,-22.8011381000104
-43.3813456556719,-22.8011294397784
-43.3812365016774,-22.8010504917154
-43.3810315037783,-22.8008944351692
-43.3810283878921,-22.8008920633321
-43.380611783288,-22.8005920749119
-43.3803391586401,-22.8004065129988
-43.3802734801142,-22.8003618089831
-43.3789009848208,-22.7995807338561
-43.3786764138307,-22.799475557514
-43.3770257302409,-22.7988757321291
-43.3762815703851,-22.7982792234236
-43.3761769268216,-22.798205976563
-43.3761420078701,-22.7981815329803
-43.3761110328545,-22.7981598513463
-43.373506261401,-22.7968586326959
-43.3732510525414,-22.7967744696418
-43.3717936240485,-22.7964089814408
-43.3714461942214,-22.7963481725767
-43.3709713581924,-22.7962762754542
-43.370418733307,-22.7962055423679
-43.3702224534033,-22.7961183097786
-43.3700919596917,-22.7960603126426
-43.3699799622245,-22.7960105368758
-43.369126804619,-22.7956766239598
-43.3691065576452,-22.7956697314424
-43.3689781043838,-22.795626003582
-43.3689744295279,-22.7956247522818
-43.3689675132384,-22.7956223999887
-43.3682078533614,-22.79539653883
-43.368204497551,-22.7953956798952
-43.3681034039943,-22.7953698197351
-43.3680658897164,-22.7953602229666
-43.3661894554113,-22.7950592427628
-43.3660786905871,-22.7950516916734
-43.3660458563785,-22.7950494532613
-43.3660448494767,-22.7950493846611
-43.365331226799,-22.7950251171463
-43.3653295449098,-22.7950251171528
-43.3653242269658,-22.7950251171732
-43.3653186170041,-22.7950251171948
-43.3653141189626,-22.7950251172121
-43.3651523291407,-22.7950251178341
-43.3651349523763,-22.7950251179009
-43.3642781881367,-22.7950601252228
-43.3641530128843,-22.7950703739006
-43.3638729216775,-22.7949276035813
-43.3638274866326,-22.7949078488647
-43.3636470460125,-22.794829398749
-43.3626225985611,-22.7944480601604
-43.3624124106413,-22.7943823778765
-43.3624138140467,-22.7943828164331
-43.3613596606501,-22.7941131369509
-43.3611254356228,-22.7940661547697
-43.3606902358322,-22.7939788591127
-43.3606778152383,-22.7939763682055
-43.3605870537701,-22.7939585854196
-43.3605849788949,-22.7939581884523
-43.3602519323742,-22.7938945188831
-43.3599182647926,-22.7938307305761
-43.3596582808124,-22.7937844341718
-43.3593213614936,-22.793728827961
-43.3581061316891,-22.7936005789268
-43.3578967843482,-22.7935907663676
-43.3567098088702,-22.7936312542555
-43.3566084142284,-22.793618485406
-43.3564012958911,-22.7935946673454
-43.3551703139975,-22.793425178644
-43.3547915584694,-22.7933969139221
-43.3547318777372,-22.7933924608129
-43.352198973955,-22.7935105823442
-43.3520059964011,-22.793543291416
-43.3518130196814,-22.7935759995163
-43.3510702795858,-22.7937299128013
-43.3504241493404,-22.7938886141803
-43.3501026451752,-22.7939608628339
-43.3499511990276,-22.7939948966711
-43.3498651161058,-22.7940142411651
-43.3495973553547,-22.7940469809266
-43.3489459836931,-22.7941266278839
-43.3488825020904,-22.7941343893591
-43.348260725033,-22.7942294745213
-43.3481530060582,-22.7942492856838
-43.3479737000271,-22.7942822621204
-43.3476915580497,-22.7943341517311
-43.3475328403525,-22.7943646165654
-43.3471730240957,-22.7944365803069
-43.3467389991676,-22.7945636744391
-43.346423825539,-22.7945483653595
-43.3458424093395,-22.7945412781596
-43.3432633354542,-22.7943623914494
-43.3423314868707,-22.7942918455192
-43.3408278648521,-22.7941780128438
-43.3404641262773,-22.7941568170882
-43.33853258652,-22.7940778547246
