"lat","long","id_agrupamento"
-22.9481,-43.68099,0
-22.94835,-43.68099,0
-22.94839,-43.68099,0
-22.94839,-43.68099,0
-22.9481,-43.68098,0
-22.94809,-43.68098,0
-22.9481,-43.68098,0
-22.94811,-43.68098,0
-22.9481,-43.68098,0
-22.94815,-43.68098,0
-22.94836,-43.68097,0
-22.94839,-43.68097,0
-22.94811,-43.68097,0
-22.9481,-43.68097,0
-22.94839,-43.68097,0
-22.94839,-43.68097,0
-22.94844,-43.68097,0
-22.94839,-43.68096,0
-22.94844,-43.68096,0
-22.94833,-43.68096,0
-22.94836,-43.68096,0
-22.94838,-43.68095,0
-22.94839,-43.68095,0
-22.94837,-43.68095,0
-22.94837,-43.68095,0
-22.94837,-43.68095,0
-22.94838,-43.68095,0
-22.94837,-43.68095,0
-22.94845,-43.68095,0
-22.94838,-43.68095,0
-22.94832,-43.68095,0
-22.94843,-43.68095,0
-22.94837,-43.68095,0
-22.94836,-43.68095,0
-22.94838,-43.68094,0
-22.94845,-43.68094,0
-22.94833,-43.68094,0
-22.94837,-43.68094,0
-22.94837,-43.68094,0
-22.94797,-43.68094,0
-22.94837,-43.68094,0
-22.94837,-43.68093,0
-22.94839,-43.68093,0
-22.94846,-43.68093,0
-22.94839,-43.68093,0
-22.9484,-43.68093,0
-22.94836,-43.68093,0
-22.94845,-43.68093,0
-22.94845,-43.68093,0
-22.94839,-43.68092,0
-22.94832,-43.68092,0
-22.94836,-43.68092,0
-22.94839,-43.68092,0
-22.94839,-43.68092,0
-22.94838,-43.68092,0
-22.94836,-43.68092,0
-22.94847,-43.68092,0
-22.94835,-43.68091,0
-22.94835,-43.68091,0
-22.94846,-43.6809,0
-22.94839,-43.6809,0
-22.94846,-43.6809,0
-22.94851,-43.6809,0
-22.94839,-43.6809,0
-22.94853,-43.6809,0
-22.94851,-43.6809,0
-22.94838,-43.6809,0
-22.94846,-43.6809,0
-22.94849,-43.6809,0
-22.94846,-43.6809,0
-22.94847,-43.68089,0
-22.94838,-43.68089,0
-22.94852,-43.68089,0
-22.9484,-43.68089,0
-22.94845,-43.68089,0
-22.94842,-43.68089,0
-22.94849,-43.68089,0
-22.94849,-43.68088,0
-22.94848,-43.68088,0
-22.9485,-43.68088,0
-22.94847,-43.68088,0
-22.94853,-43.68088,0
-22.94845,-43.68087,0
-22.94845,-43.68087,0
-22.94846,-43.68087,0
-22.94829,-43.68087,0
-22.94846,-43.68087,0
-22.94852,-43.68087,0
-22.94843,-43.68087,0
-22.94852,-43.68086,0
-22.94852,-43.68086,0
-22.94847,-43.68086,0
-22.94849,-43.68086,0
-22.94854,-43.68086,0
-22.94843,-43.68086,0
-22.94848,-43.68085,0
-22.94847,-43.68085,0
-22.94845,-43.68085,0
-22.94848,-43.68084,0
-22.94848,-43.68084,0
-22.94848,-43.68084,0
-22.97854,-43.68084,0
-22.94854,-43.68084,0
-22.94847,-43.68083,0
-22.94845,-43.68081,0
-22.94852,-43.6808,0
-22.94857,-43.68078,0
-22.97841,-43.68071,0
-22.94884,-43.68064,0
-22.94863,-43.68064,0
-22.9486,-43.68062,0
-22.97753,-43.68031,0
-22.93689,-43.67974,0
-22.92209,-43.67971,0
-22.92188,-43.67971,0
-22.92188,-43.6797,0
-22.9224,-43.67967,0
-22.92237,-43.67966,0
-22.9223,-43.67965,0
-22.92231,-43.67964,0
-22.92198,-43.67963,0
-22.92421,-43.67941,0
-22.92425,-43.67941,0
-22.92241,-43.67941,0
-22.92423,-43.67938,0
-22.8993,-43.67935,0
-22.89942,-43.6793,0
-22.91209,-43.67929,0
-22.91206,-43.67927,0
-22.91213,-43.67926,0
-22.89936,-43.67925,0
-22.89931,-43.67924,0
-22.89932,-43.67924,0
-22.89931,-43.67923,0
-22.92248,-43.67922,0
-22.92385,-43.67919,0
-22.8942,-43.67919,0
-22.89415,-43.67916,0
-22.92435,-43.67913,0
-22.89416,-43.67913,0
-22.92535,-43.67912,0
-22.91994,-43.67902,0
-22.89882,-43.67891,0
-22.92745,-43.678,0
-22.92745,-43.678,0
-22.92725,-43.67797,0
-22.92765,-43.6776,0
-22.92748,-43.67758,0
-22.92763,-43.67758,0
-22.89679,-43.67757,0
-22.92741,-43.67755,0
-22.9277,-43.67751,0
-22.92783,-43.67737,0
-22.92801,-43.67693,0
-22.92802,-43.67686,0
-22.92808,-43.67684,0
-22.92806,-43.67681,0
-22.92809,-43.67679,0
-22.92214,-43.67672,0
-22.94313,-43.67521,0
-22.92954,-43.67505,0
-22.89377,-43.67477,0
-22.89371,-43.67465,0
-22.8929,-43.67463,0
-22.89361,-43.67444,0
-22.89364,-43.67438,0
-22.93069,-43.67362,0
-22.93068,-43.67359,0
-22.93069,-43.67358,0
-22.89253,-43.67342,0
-22.93096,-43.67339,0
-22.93119,-43.67323,0
-22.93127,-43.67318,0
-22.93125,-43.67316,0
-22.93116,-43.67299,0
-22.93126,-43.67287,0
-22.9313,-43.67283,0
-22.89287,-43.67186,0
-22.97797,-43.67149,0
-22.93254,-43.67136,0
-22.92227,-43.67134,0
-22.93246,-43.67126,0
-22.93248,-43.67124,0
-22.92192,-43.66975,0
-22.9789,-43.66932,0
-22.97889,-43.66931,0
-22.97992,-43.66741,0
-22.93549,-43.6673,0
-22.93553,-43.66722,0
-22.93564,-43.66718,0
-22.93564,-43.66713,0
-22.9362,-43.66706,0
-22.9362,-43.66704,0
-22.93627,-43.66704,0
-22.93618,-43.66704,0
-22.93627,-43.66703,0
-22.93628,-43.66702,0
-22.93633,-43.66701,0
-22.93733,-43.667,0
-22.93629,-43.667,0
-22.93739,-43.667,0
-22.93708,-43.66699,0
-22.93572,-43.66697,0
-22.93736,-43.66695,0
-22.93736,-43.66694,0
-22.93738,-43.66693,0
-22.93591,-43.66656,0
-22.93588,-43.66651,0
-22.939,-43.6665,0
-22.93589,-43.66649,0
-22.93579,-43.6664,0
-22.93572,-43.66632,0
-22.93512,-43.666,0
-22.9351,-43.66599,0
-22.93516,-43.66597,0
-22.93508,-43.66597,0
-22.92154,-43.66584,0
-22.93457,-43.66547,0
-22.93454,-43.66545,0
-22.93472,-43.66527,0
-22.94077,-43.66506,0
-22.94069,-43.66503,0
-22.94074,-43.665,0
-22.92167,-43.66478,0
-22.92164,-43.66463,0
-22.92165,-43.66463,0
-22.92165,-43.66454,0
-22.92175,-43.66348,0
-22.92178,-43.66348,0
-22.92178,-43.66341,0
-22.92192,-43.66257,0
-22.93346,-43.66218,0
-22.93334,-43.66212,0
-22.9333,-43.66202,0
-22.93331,-43.66202,0
-22.93332,-43.662,0
-22.93342,-43.66174,0
-22.98431,-43.6595,0
-22.88892,-43.65934,0
-22.88893,-43.65933,0
-22.88892,-43.65933,0
-22.92234,-43.65899,0
-22.93229,-43.65876,0
-22.92233,-43.65863,0
-22.92234,-43.65863,0
-22.90724,-43.6584,0
-22.88854,-43.65827,0
-22.94566,-43.65738,0
-22.94568,-43.65723,0
-22.9225,-43.65715,0
-22.91257,-43.65673,0
-22.93121,-43.65625,0
-22.93136,-43.656,0
-22.93138,-43.65592,0
-22.91316,-43.65589,0
-22.91319,-43.65587,0
-22.91319,-43.65584,0
-22.91317,-43.65583,0
-22.9132,-43.65583,0
-22.8873,-43.65581,0
-22.91325,-43.6558,0
-22.91323,-43.6558,0
-22.91323,-43.65579,0
-22.9132,-43.65579,0
-22.91321,-43.65579,0
-22.88728,-43.65575,0
-22.88727,-43.65573,0
-22.93805,-43.65553,0
-22.93785,-43.65539,0
-22.93785,-43.65539,0
-22.93785,-43.65539,0
-22.88749,-43.65488,0
-22.8875,-43.65483,0
-22.88747,-43.65481,0
-22.8875,-43.65474,0
-22.8874,-43.65471,0
-22.88742,-43.65456,0
-22.88734,-43.65445,0
-22.93471,-43.65441,0
-22.93451,-43.65441,0
-22.93447,-43.65439,0
-22.9335,-43.65439,0
-22.93369,-43.65437,0
-22.93402,-43.65432,0
-22.9341,-43.65431,0
-22.93421,-43.65426,0
-22.93415,-43.65425,0
-22.92834,-43.65368,0
-22.94807,-43.65353,0
-22.9148,-43.6533,0
-22.92761,-43.65313,0
-22.91551,-43.65232,0
-22.91836,-43.65187,0
-22.91584,-43.65168,0
-22.92312,-43.6515,0
-22.98533,-43.6504,0
-22.95132,-43.6504,0
-22.98519,-43.65034,0
-22.95856,-43.65012,0
-22.92557,-43.65007,0
-22.92531,-43.64986,0
-22.92536,-43.64986,0
-22.98437,-43.64983,0
-22.96115,-43.64925,0
-22.9618,-43.64887,0
-22.92353,-43.64881,0
-22.92354,-43.64875,0
-22.92355,-43.64869,0
-22.96146,-43.64862,0
-22.96184,-43.64862,0
-22.9613,-43.6483,0
-22.9613,-43.6483,0
-22.9613,-43.6483,0
-22.9613,-43.6483,0
-22.9613,-43.6483,0
-22.9613,-43.6483,0
-22.9613,-43.6483,0
-22.98232,-43.64818,0
-22.98103,-43.64815,0
-22.9804,-43.64814,0
-22.98044,-43.64813,0
-22.98102,-43.64813,0
-22.96129,-43.64811,0
-22.98038,-43.64808,0
-22.97584,-43.64803,0
-22.9761,-43.64803,0
-22.9759,-43.64802,0
-22.97508,-43.648,0
-22.97357,-43.64799,0
-22.97506,-43.64799,0
-22.97334,-43.64797,0
-22.97059,-43.64795,0
-22.96123,-43.64794,0
-22.96989,-43.64792,0
-22.96993,-43.64789,0
-22.96116,-43.64789,0
-22.96989,-43.64788,0
-22.92293,-43.64775,0
-22.92293,-43.64774,0
-22.92292,-43.64774,0
-22.92294,-43.64774,0
-22.92295,-43.64773,0
-22.96505,-43.64757,0
-22.96503,-43.64755,0
-22.96502,-43.64755,0
-22.96503,-43.64755,0
-22.96502,-43.64754,0
-22.96502,-43.64754,0
-22.96523,-43.64753,0
-22.96503,-43.64752,0
-22.96506,-43.64751,0
-22.96503,-43.64749,0
-22.95234,-43.64748,0
-22.96518,-43.64747,0
-22.96502,-43.64744,0
-22.96504,-43.64744,0
-22.96512,-43.64743,0
-22.96502,-43.64743,0
-22.96502,-43.64743,0
-22.96502,-43.64742,0
-22.96502,-43.64742,0
-22.96502,-43.64742,0
-22.96597,-43.6474,0
-22.96504,-43.6474,0
-22.96504,-43.6474,0
-22.96509,-43.64738,0
-22.96504,-43.64738,0
-22.96502,-43.64738,0
-22.96506,-43.64737,0
-22.96509,-43.64737,0
-22.96506,-43.64736,0
-22.96502,-43.64709,0
-22.966,-43.64704,0
-22.98255,-43.64648,0
-22.96586,-43.64632,0
-22.9658,-43.64619,0
-22.92148,-43.64548,0
-22.92049,-43.64363,0
-22.92034,-43.64358,0
-22.97999,-43.64351,0
-22.92042,-43.64344,0
-22.91805,-43.64281,0
-22.95141,-43.6426,0
-22.95124,-43.64259,0
-22.91801,-43.64251,0
-22.95039,-43.642,0
-23.00087,-43.64167,0
-22.94957,-43.64155,0
-22.97976,-43.64098,0
-22.97975,-43.64097,0
-22.97973,-43.64089,0
-22.88332,-43.64041,0
-22.88332,-43.64041,0
-23.00184,-43.64008,0
-22.94613,-43.64005,0
-22.94617,-43.64004,0
-22.94607,-43.64,0
-22.94615,-43.64,0
-22.88487,-43.63998,0
-22.94581,-43.63991,0
-22.94579,-43.6399,0
-22.94586,-43.63985,0
-22.94572,-43.63982,0
-22.94563,-43.63982,0
-22.94571,-43.63981,0
-22.94571,-43.63981,0
-22.94571,-43.63981,0
-22.94564,-43.6398,0
-22.94564,-43.63979,0
-22.94564,-43.63979,0
-22.94565,-43.63979,0
-22.94565,-43.63979,0
-22.94565,-43.63978,0
-22.94567,-43.63978,0
-22.94566,-43.63978,0
-22.94563,-43.63978,0
-22.94563,-43.63978,0
-22.94563,-43.63978,0
-22.94563,-43.63978,0
-22.94565,-43.63977,0
-22.94562,-43.63977,0
-22.94562,-43.63977,0
-22.94556,-43.63977,0
-22.94557,-43.63977,0
-22.94557,-43.63977,0
-22.94562,-43.63977,0
-22.94562,-43.63977,0
-22.9456,-43.63977,0
-22.94562,-43.63976,0
-22.94562,-43.63976,0
-22.94562,-43.63976,0
-22.9456,-43.63976,0
-22.9456,-43.63976,0
-22.9456,-43.63976,0
-22.94554,-43.63975,0
-22.94554,-43.63974,0
-22.94564,-43.63974,0
-22.94564,-43.63974,0
-22.94555,-43.63974,0
-22.94554,-43.63974,0
-22.94552,-43.63974,0
-22.94552,-43.63974,0
-22.94553,-43.63973,0
-22.94553,-43.63973,0
-22.94536,-43.6397,0
-22.94556,-43.63969,0
-22.88424,-43.63957,0
-22.88424,-43.63952,0
-22.88424,-43.63952,0
-22.88424,-43.63952,0
-22.88424,-43.63952,0
-22.88424,-43.63951,0
-22.88424,-43.63951,0
-22.88423,-43.63949,0
-22.88423,-43.63949,0
-22.88423,-43.63949,0
-22.88423,-43.63949,0
-22.88423,-43.63949,0
-22.88423,-43.63949,0
-22.88416,-43.63948,0
-22.88416,-43.63948,0
-22.88418,-43.63947,0
-22.88418,-43.63947,0
-22.88417,-43.63947,0
-22.88416,-43.63947,0
-22.88415,-43.63947,0
-22.88415,-43.63947,0
-22.88416,-43.63947,0
-22.8842,-43.63947,0
-22.88417,-43.63947,0
-22.88417,-43.63947,0
-22.88417,-43.63947,0
-22.88417,-43.63947,0
-22.88418,-43.63946,0
-22.88419,-43.63946,0
-22.88418,-43.63946,0
-22.88418,-43.63946,0
-22.88418,-43.63946,0
-22.88414,-43.63946,0
-22.8842,-43.63946,0
-22.8842,-43.63946,0
-22.88416,-43.63945,0
-22.88416,-43.63945,0
-22.8842,-43.63945,0
-22.8842,-43.63945,0
-22.88427,-43.63944,0
-22.88419,-43.63944,0
-22.88419,-43.63944,0
-22.88413,-43.63943,0
-22.88413,-43.63943,0
-22.88413,-43.63942,0
-22.94451,-43.63942,0
-22.88414,-43.63941,0
-22.88414,-43.63941,0
-22.88414,-43.63941,0
-22.88414,-43.63941,0
-22.88412,-43.6394,0
-22.88411,-43.6394,0
-22.88411,-43.6394,0
-22.8841,-43.6394,0
-22.8841,-43.6394,0
-22.8841,-43.6394,0
-22.9445,-43.6394,0
-22.88412,-43.63938,0
-22.88412,-43.63938,0
-22.94449,-43.63938,0
-22.88406,-43.63937,0
-22.88406,-43.63937,0
-22.88406,-43.63937,0
-22.91854,-43.63926,0
-22.96776,-43.6391,0
-22.88293,-43.6391,0
-22.91842,-43.63905,0
-22.88289,-43.63895,0
-22.88289,-43.63891,0
-22.88284,-43.63879,0
-22.91777,-43.63875,0
-22.91779,-43.63874,0
-22.91781,-43.63873,0
-22.91785,-43.63872,0
-22.91776,-43.63872,0
-22.91777,-43.6387,0
-22.97775,-43.6387,0
-22.88228,-43.63864,0
-23.0019,-43.63858,0
-22.8823,-43.63856,0
-22.8872,-43.63854,0
-22.8872,-43.63853,0
-22.88717,-43.63851,0
-22.88718,-43.6385,0
-22.88718,-43.6385,0
-22.8872,-43.63849,0
-22.88723,-43.63849,0
-22.88719,-43.63849,0
-22.8872,-43.63849,0
-22.88718,-43.63849,0
-22.8872,-43.63848,0
-22.88718,-43.63848,0
-22.88721,-43.63848,0
-22.88719,-43.63848,0
-22.88717,-43.63848,0
-22.88717,-43.63848,0
-22.88717,-43.63848,0
-22.8872,-43.63847,0
-22.88719,-43.63847,0
-22.88719,-43.63847,0
-22.88719,-43.63847,0
-22.88718,-43.63847,0
-22.88718,-43.63847,0
-22.88718,-43.63847,0
-22.88718,-43.63847,0
-22.88718,-43.63847,0
-22.88717,-43.63847,0
-22.88719,-43.63846,0
-22.97726,-43.63837,0
-22.97729,-43.63836,0
-22.8872,-43.63836,0
-22.8872,-43.63823,0
-22.88931,-43.63751,0
-22.88931,-43.63751,0
-22.88931,-43.63751,0
-22.8825,-43.63749,0
-22.94186,-43.63732,0
-22.91749,-43.63711,0
-22.93636,-43.63637,0
-22.93631,-43.63633,0
-22.91735,-43.63632,0
-22.91733,-43.63628,0
-22.93514,-43.63621,0
-22.93524,-43.63618,0
-22.88212,-43.63608,0
-22.93283,-43.636,0
-22.93272,-43.63593,0
-22.93281,-43.63592,0
-22.93281,-43.63592,0
-22.93287,-43.63591,0
-22.88209,-43.63588,0
-22.93188,-43.63583,0
-22.93122,-43.63578,0
-22.93114,-43.63575,0
-22.93114,-43.63574,0
-22.92779,-43.6354,0
-22.92784,-43.63539,0
-22.92783,-43.63539,0
-22.92784,-43.63539,0
-22.92774,-43.63537,0
-22.92779,-43.63537,0
-22.9277,-43.63529,0
-22.92623,-43.63521,0
-22.92637,-43.63514,0
-22.92637,-43.63514,0
-22.92487,-43.63502,0
-22.92473,-43.63499,0
-22.92459,-43.63497,0
-22.9247,-43.63495,0
-22.92387,-43.63485,0
-22.92387,-43.63485,0
-22.92383,-43.63484,0
-22.92387,-43.63483,0
-22.92382,-43.63483,0
-22.92386,-43.63483,0
-22.92382,-43.63483,0
-22.92383,-43.63482,0
-22.92387,-43.63482,0
-22.92385,-43.63481,0
-22.92385,-43.63481,0
-22.9238,-43.63481,0
-22.9238,-43.63481,0
-22.92376,-43.63477,0
-22.92351,-43.63472,0
-22.92263,-43.63453,0
-22.92261,-43.63453,0
-22.92265,-43.63451,0
-23.00114,-43.63448,0
-23.00112,-43.63444,0
-22.92235,-43.63439,0
-22.92117,-43.6342,0
-22.92081,-43.63419,0
-22.92091,-43.63416,0
-22.92053,-43.63416,0
-22.9171,-43.63415,0
-22.92057,-43.63414,0
-22.91711,-43.63414,0
-22.96916,-43.63399,0
-22.91872,-43.63388,0
-22.91709,-43.63387,0
-22.9171,-43.63386,0
-22.91872,-43.63384,0
-22.91865,-43.63383,0
-22.91875,-43.63383,0
-22.9171,-43.63383,0
-22.9171,-43.63382,0
-22.91867,-43.63382,0
-22.91816,-43.6338,0
-22.91609,-43.63378,0
-22.91706,-43.63378,0
-22.917,-43.63376,0
-22.96934,-43.63337,0
-22.91686,-43.63329,0
-22.91677,-43.63329,0
-22.91679,-43.63326,0
-22.91678,-43.63325,0
-22.91679,-43.63324,0
-22.91679,-43.63323,0
